,wine_name,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
799,Aura 2007 Verdejo (Rueda),Michael Schachner,"Opens with melon aromas, minerality and a flash of sharp citrus. The palate is still lively and pithy, with mango, nectarine, apricot and apple flavors. This wine seems well balanced and refined, but like so many Verdejos from Rueda it's working on a short lifespan, so catch it now before it fades away.",88,$17,,"Verdejo, Spanish White","Rueda, Northern Spain, Spain",Aura,13.5%,750 ml,White,4/1/2009,Not rated yet [Add Your Review],Pernod Ricard,
800,Archery Summit 2013 Renegade Ridge Estate Pinot Noir (Dundee Hills),Paul Gregutt,"This vineyard was developed between 10 and 20 years ago. The maturing vines deliver a supple yet firm wine, anchored in a core of candy cherry fruit. Aromatic and flavorful highlights of cinnamon, clove and candied orange are also in play, along with a subtle hint of herb.",92,$85,Renegade Ridge Estate,Pinot Noir,"Dundee Hills, Willamette Valley, Oregon, US",Archery Summit,13%,750 ml,Red,2/1/2016,Not rated yet [Add Your Review],,
801,Bertrand Ambroise 2015 Les Tuvilains Premier Cru  (Beaune),Roger Voss,"This opulent wine has great fruitiness. The red-cherry fruits are already generously integrated with the tannins, offering richness. At the same time, acidity gives the wine a crisp edge. Drink from 2023.",93,$60,Les Tuvilains Premier Cru,Pinot Noir,"Beaune, Burgundy, France",Bertrand Ambroise,13%,750 ml,Red,11/1/2017,Not rated yet [Add Your Review],Bertrand's Wines,
802,F X Pichler 2015 Urgestein Terrassen Smaragd Grüner Veltliner (Wachau),Anne Krebiehl MW,"Freshly cut pear, some peardrop candy and a wonderfully zippy lemon freshness combine on a light, slender body into a very refreshing, even exciting palate that also has very slight echoes of yellow miso and fresh lovage. There is focus and precision—but this may need a little bottle age before unfolding completely. Drink 2017–2022.",93,N/A,Urgestein Terrassen Smaragd,Grüner Veltliner,"Wachau, Austria",F X Pichler,13.5%,750 ml,White,9/1/2016,Not rated yet [Add Your Review],Weygandt-Metzler,
803,Eberle 2016 Côtes-du-Robles Blanc White (Paso Robles),Matt Kettmann,"Quite mellow on the nose, this blend of 58% Grenache Blanc, 38% Roussanne and 4% Viognier offers very light marzipan and fresh white-peach aromas. It's a very easy to quaff wine on the sip, with lemon-peel and apricot flavors.",87,$24,Côtes-du-Robles Blanc,Rhône-style White Blend,"Paso Robles, Central Coast, California, US",Eberle,13.9%,750 ml,White,11/1/2017,Not rated yet [Add Your Review],,
804,Kumeu River 2010 Coddington Chardonnay (Kumeu),Joe Czerwinski,"Fuller bodied than the other Kumeu River 2010s, the Coddington Chardonnay displays subtle oak shadings on the nose, then explodes into an array of ripe mango and peach on the palate, underscored by just enough citrus to keep things fresh on the long finish. Drink now–2016.",92,$46,Coddington,Chardonnay,"Kumeu, New Zealand",Kumeu River,13.5%,750 ml,White,4/1/2014,Not rated yet [Add Your Review],Wilson Daniels Ltd,
805,Torres 2001 Grans Muralles Red (Conca de Barberà),Michael Schachner,"Big in every way, with tons of new oak, popcorn and coffee sitting on top of dark-fruit aromas. Modern despite its incorporation of several indigenous grapes, this blend delivers a blast of roasted black cherry and plum flavors in front of a resiny finish that's dripping with menthol and molasses. Unique if a touch syrupy; it's clearly shooting for the modern style.",91,$105,Grans Muralles,"Red Blends, Red Blends","Conca de Barberà, Catalonia, Spain",Torres,14%,750 ml,Red,4/1/2008,Not rated yet [Add Your Review],"Dreyfus, Ashby & Co",
806,Espiritu de Argentina 2007 Reserva Malbec (Mendoza),Michael Schachner,"Heavy, inky and seemingly a bit overripe, with grassy, doughy, cake-like aromas. The palate is simple and soft, and it comes with deep berry, candy and herbal flavors. More herbal on the finish, with coconut entering the picture.",86,$14,Reserva,Malbec,"Mendoza, Mendoza Province, Argentina",Espiritu de Argentina,13%,750 ml,Red,7/1/2010,Not rated yet [Add Your Review],Cecchetti Racke,
807,Domaine des Malandes 2018 Vau de Vey Premier Cru  (Chablis),Roger Voss,"The touch of wood aging has released the ripe, creamy texture and rich structure of this full-bodied wine. It is intense and mineral, with delicious potential and good acidity at the end. Drink this wine from 2021.",93,$72,Vau de Vey Premier Cru,Chardonnay,"Chablis, Burgundy, France",Domaine des Malandes,13%,750 ml,White,10/1/2019,Not rated yet [Add Your Review],Milton Road Trading Co,Editors' Choice
808,Roshambo 2001 Zinfandel (Alexander Valley),,"Its soft, gentle tannins, rich plummy, chocolatey flavors and long, spicy finish could only come from Alexander Valley. Perfect with a nice, juicy steak.",88,$18,,Zinfandel,"Alexander Valley, Sonoma, California, US",Roshambo,N/A,750ML,Red,10/1/2004,Not rated yet [Add Your Review],,
809,Feudi del Pisciotto 2007 Valentino Merlot (Sicilia),,"Here is a heavily oak-driven expression of Merlot from Sicily that shows layers of cherry, blackberry, chocolate, exotic spice, leather and moist pipe tobacco. The wine is incredibly soft and yielding in the mouth with soft fruit tones on the close.",88,$21,Valentino,Merlot,"Sicilia, Sicily & Sardinia, Italy",Feudi del Pisciotto,13.5%,750 ml,Red,3/1/2011,Not rated yet [Add Your Review],Vias Imports,
810,Scala Dei 2002 Negre Garnacha (Priorat),Michael Schachner,"Catchy aromas such as violet and exotic candle wax are encouraging, maybe a bit more so than the tangy palate, which runs toward red-apple skins and cherry. Light in the middle but tannic on the edges. Fresh and spry, but lean.",85,$13,Negre,"Garnacha, Grenache","Priorat, Catalonia, Spain",Scala Dei,13.5%,750ML,Red,12/31/2004,Not rated yet [Add Your Review],Vinum International,
811,Ampelos 2016 Ampelos Vineyard Syrache Syrah-Grenache (Sta. Rita Hills),Virginie Boone,"This is a combination of 65% Syrah and 35% Grenache that showcases each variety well. Tart, tangy and densely textured, it shines in strawberry, cranberry and orange, with a well-integrated tannin structure and balanced weight.",90,$28,Ampelos Vineyard Syrache,"Syrah-Grenache, Rhône-style Red Blend","Sta. Rita Hills, Central Coast, California, US",Ampelos,14.1%,750 ml,Red,5/1/2020,Not rated yet [Add Your Review],,
812,Alderbrook 2002 Pinot Noir (Russian River Valley),,"Earthy, simple and light, with modest cherry and herb flavors. Finishes dry, with a silky mouth feel.",84,$24,,Pinot Noir,"Russian River Valley, Sonoma, California, US",Alderbrook,N/A,750ML,Red,3/1/2005,Not rated yet [Add Your Review],,
813,Vilarnau NV Reserva Brut Rosé Sparkling (Cava),Michael Schachner,"Floral melon and peach aromas are mellow. This feels round, with citrusy acidity cutting into the body. Basic grapefruit and apricot flavors are friendly, while this is a touch foamy on the finish.",89,$18,Reserva Brut Rosé,"Sparkling Blend, Sparkling","Cava, Catalonia, Spain",Vilarnau,11.5%,750 ml,Sparkling,7/1/2017,Not rated yet [Add Your Review],Gonzalez Byass USA,
814,Domaine Roger Perrin 2017 White (Châteauneuf-du-Pape),Anna Lee C. Iijima,"Fresh yellow apple and a touch of blossom highlight this plush, creamy white. Juicy and mouthfilling it's balanced by mineral freshness and lingering spice on the finish. Drink now–2024.",91,$40,,Rhône-style White Blend,"Châteauneuf-du-Pape, Rhône Valley, France",Domaine Roger Perrin,14.4%,750 ml,White,11/1/2019,Not rated yet [Add Your Review],T. Edward Wines Ltd,
815,Riglos 2008 Gran Las Divas Vineyard Cabernet Sauvignon (Tupungato),Michael Schachner,"Fairly herbal on first take, with green, peppery core aromas coming with wood spice and black fruit. The palate is firm and clacky, with tannic clamp and jammy flavors of baked plum that turn candied the longer it airs out. Sweet and jammy by the time it finishes.",87,$30,Gran Las Divas Vineyard,Cabernet Sauvignon,"Tupungato, Mendoza Province, Argentina",Riglos,14.7%,750 ml,Red,11/1/2011,Not rated yet [Add Your Review],Paul Hobbs Selections,
816,Château Crusquet Sabourin 2015  Blaye Côtes de Bordeaux,Roger Voss,"Ripe and fruity, with delicious red berry flavors, this wine is attractive now. It also has some firm tannins built for aging, giving structure to the juicy fruit. Drink from 2019.",88,$18,,Bordeaux-style Red Blend,"Blaye Côtes de Bordeaux, Bordeaux, France",Château Crusquet Sabourin,N/A,750 ml,Red,12/31/2017,Not rated yet [Add Your Review],Wines & Beyond Import,
817,Mas Oncle Ernest 2008 Instant Présent Red (Ventoux),Joe Czerwinski,"With its distinctively briary, herbal edge, this wine stands out in a crowd. Ample cracked pepper spices up chocolate and plum flavors in this medium-bodied 60-40 blend of Grenache and Syrah. Drink now–2016.",88,$15,Instant Présent,Rhône-style Red Blend,"Ventoux, Rhône Valley, France",Mas Oncle Ernest,13%,750 ml,Red,12/31/2011,Not rated yet [Add Your Review],Alain Junguenet Selection,
818,Quinta de Lemos 2009 Tinta Roriz (Dão),Roger Voss,"Tinta Roriz is one of the grapes that is very much at home on the granite soils of the Dão. Here winemaker Hugo Chavez produces a structured, densely tannic wine, swathed with loads of red fruit, with acidity to balance. This 100% Tinta Roriz is a powerful wine, needing more aging. Drink from 2016.",93,$32,,"Tinta Roriz, Tempranillo","Dão, Portugal",Quinta de Lemos,14.5%,750 ml,Red,12/31/2014,Not rated yet [Add Your Review],"MHW, Ltd",
819,Or Haganuz 2010 Har Sinai Cabernet Sauvignon-Merlot (Galilee),Lauren Buzzeo,"This interesting selection offers something different—after being harvested by hand, the grapes were frozen for three days and then heated on an open olive-wood fire before fermenting. The resulting wine is full-bodied yet soft all at once, with dusty tannins that frame the dried berry, plum and black cherry fruit. Accents of crushed cocoa nib and balsamic grace the medium-length finish.",86,$39,Har Sinai,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend","Galilee, Israel",Or Haganuz,15.5%,750 ml,Dessert,9/1/2012,Not rated yet [Add Your Review],Happy Hearts Wine LLC,
820,Marqués de Cáceres 2008 Rosé (Rioja),Michael Schachner,"Is it (MS) or the wine? This vintage of Cáceres rosé seems o.k., but nothing more than a splash across the palate. Cotton candy aromas and grapefruit and orange flavors are what they are. Not bad so long as it's fresh, but it's hard to locate much charm or individuality.",83,$9,,Rosé,"Rioja, Northern Spain, Spain",Marqués de Cáceres,13.5%,750 ml,Rose,8/1/2009,Not rated yet [Add Your Review],Vineyard Brands,
821,Château Quintus 2014 Barrel Sample  (Saint-Émilion),Roger Voss,"91–93. Barrel Sample. This wine is rich and soft, showing ripe blackberry fruits. The tannins are firmly buried in the rich fruit flavors, with bright acidity and ripe fruit tones dominate the palate.",92,N/A,Barrel Sample,Bordeaux-style Red Blend,"Saint-Émilion, Bordeaux, France",Château Quintus,N/A,750 ml,Red,4/1/2015,Not rated yet [Add Your Review],Domaine Clarence Dillon,
822,Bel Vino NV Grand Reserve Cabernet Franc (California),Matt Kettmann,"Rather joyous aromas of ripe red cherries and light licorice start off this bottling from a winery based in Temecula. The palate shows a bit more dark-red-plum fruit, and the black-licorice touch arises again, remaining fresh throughout.",88,$39.95,Grand Reserve,Cabernet Franc,"California, California Other, California, US",Bel Vino,14.4%,750 ml,Red,11/1/2018,Not rated yet [Add Your Review],,
823,B.R. Cohn 2010 Olive Hill Estate Vineyards Cabernet Sauvignon (Sonoma Valley),Virginie Boone,"Mint and tarragon come to the fore aromatically in this vineyard-designate, a soft, approachable mix of juicy plum, red berry and chocolate. Fuller in style and ripe, it'll do well on a table of grilled and roasted fare, finishing with a kick of black pepper.",86,$55,Olive Hill Estate Vineyards,Cabernet Sauvignon,"Sonoma Valley, Sonoma, California, US",B.R. Cohn,14.5%,750 ml,Red,6/1/2015,Not rated yet [Add Your Review],,
824,Brecon Estate 2017 True Acacia Head Albariño (Central Coast),Matt Kettmann,"Tangy lime-skin aromas meet with yellow pear flesh and a touch of honey on the nose of this bottling, which gains nuance from the acacia wood treatment. There is grippy texture on the palate, where citrus acidity cuts through the Pink Lady apple flavors.",90,$32,True Acacia Head,Albariño,"Central Coast, Central Coast, California, US",Brecon Estate,14.2%,750 ml,White,9/1/2018,Not rated yet [Add Your Review],,
825,Domaine la Roquète 2003 Red (Châteauneuf-du-Pape),Roger Voss,"The 79-acre Domaine la Roquète was acquired by the Brunier family of Vieux Telegraphe in 1986. Its modern labeling belies its dense, huge, packed fruit and tannins that suggest classic Châteauneuf-du-Pape. But there are also great perfumes in the wood and herbal characters. Will age over many years. Imported by Diageo Chateau & Estates.",93,$40,,Rhône-style Red Blend,"Châteauneuf-du-Pape, Rhône Valley, France",Domaine la Roquète,N/A,750ML,Red,12/31/2005,Not rated yet [Add Your Review],Diageo Chateau & Estate Wines,Cellar Selection
826,Marrenon 2001 Grand Luberon Red (Côtes du Luberon),Joe Czerwinski,"Starts off with a hint of rubber on the nose, but also herbs and black cherries that deepen on the palate into flavors of plum, chocolate and licorice. It's medium-weight and also quite sturdy and tannic, finishing with notes of black tea.",86,$10,Grand Luberon,Rhône-style Red Blend,"Côtes du Luberon, Rhône Valley, France",Marrenon,13.5%,750 ml,Red,3/1/2004,Not rated yet [Add Your Review],"Associated Rhone Vintners, Inc",Best Buy
827,Justin 2013 Savant Red (Paso Robles),Matt Kettmann,"This blend of Syrah, Cabernet Sauvignon, Grenache and Petite Sirah is quite dark in the glass, with blueberry, sharp cedar, clove and vanilla aromas. It coats the palate with soft, lavish tannins, offering zesty black fruit with cappuccino, teriyaki and cracked pepper flavors.",94,$50,Savant,"Red Blends, Red Blends","Paso Robles, Central Coast, California, US",Justin,16%,750 ml,Red,4/1/2017,Not rated yet [Add Your Review],,
828,Gnarly Head 2013 Chardonnay (California),Jim Gordon,"This offers that tempting aroma of toasted baguette with a dab of butter, then the flavors flow fresh and peachy, while the texture feels smooth and the body not too full. Well balanced between flavors, acidity and body, it brings refreshment to sip after another.",89,$10,,Chardonnay,"California, California Other, California, US",Gnarly Head,13.5%,750 ml,White,8/1/2015,Not rated yet [Add Your Review],,Best Buy
829,Casca Wines 2017 Monte Cascas Colheita Red (Beira Interior),Roger Voss,"This wine made from organically grown grapes is soft, open and gentle. Although young and fruity, it is totally ready to drink, shining with red-berry flavors and a light touch of acidity.",87,$13,Monte Cascas Colheita,Portuguese Red,"Beira Interior, Portugal",Casca Wines,13%,750 ml,Red,11/1/2018,Not rated yet [Add Your Review],Laurel Importers,
