,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
653,Michael Schachner,"Wilting apricot and nectarine aromas are pithy and lead to a dying palate. Flavors of citrus rind and papaya show some acidic kick, while the finish is tropical in flavor and fading. Wait for the 2013.",82,$10,Rosado,Rosé,"Rioja, Northern Spain, Spain",Bodegas Valdemar,12.5%,750 ml,Rose,7/1/2014,Not rated yet [Add Your Review],CIV/USA,
654,,"This bright Brunello opens with a medley of aromas that span from vanilla bean to Spanish cedar to cherry cola and blackberry. You'll love the harmony, intensity and immediate nature of the delivery. In the mouth, the wine is soft, structured and persistent.",92,N/A,Cupio,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Pinino,13.5%,750 ml,Red,8/1/2010,Not rated yet [Add Your Review],USA Wine Imports,
655,Christina Pickard,"This is an easy-going sipper that's lemony, floral and a touch herbal, with prickly acidity and a chalky texture. It's light in body and finishes with a citrusy zing.",86,$15,,Sauvignon Blanc,"South Australia, South Australia, Australia",Tempus Two,11.5%,750 ml,White,4/1/2019,Not rated yet [Add Your Review],Palm Bay International,
656,Michael Schachner,"This wine's dried cherry and plum aromas are dusty and earthy, with hints of latex and rubber. Its grippy, tough palate offers briny, savory flavors of earthy berry fruits and oak. Salty and drying on the finish, those fruit notes taste roasted, with little to no brightness.",88,$20,Reserva,Tempranillo,"Rioja, Northern Spain, Spain",Marqués de la Concordia,13.5%,750 ml,Red,6/1/2018,Not rated yet [Add Your Review],The Haciendas-Company,
657,Roger Voss,"Juicy and fruity, this will be an attractive wine. The extraction is just on the right side of too much, so while the wine has dryness, the fruit holds a good place as well. Drink the wine from 2021.",88,$18,Tradition,Bordeaux-style Red Blend,"Bordeaux Supérieur, Bordeaux, France",Château Lauduc,13.5%,750 ml,Red,11/1/2019,Not rated yet [Add Your Review],Franck's Signature Wines,
658,Roger Voss,"This is a soft, fruity wine that has quince and pear flavors along with an earthy, barnyard character. Screwcap.",84,$13,,Grüner Veltliner,"Niederösterreich, Austria",Pleil,12.5%,750 ml,White,2/1/2014,Not rated yet [Add Your Review],Rad Grapes,
659,Matt Kettmann,"Crumpled scarlet rose petals, plump violets, açaí sorbet and a light hint of charred meat show on the nose of this bottling. There are ample waves of black pepper on the palate alongside crisp black raspberry, more açaí and graphite flavors, and the fruit grows much richer with air.",93,$40,Spanish Springs Vineyard,Syrah,"San Luis Obispo County, Central Coast, California, US",Claiborne & Churchill,14.4%,750 ml,Red,12/31/2020,Not rated yet [Add Your Review],,
660,Roger Voss,The herbal character of this young wine is right out there. Its tangy character is underlined by the orange zest and mineral edge. The wine is ready to drink for its freshness and fruitiness.,88,$17,Envie,White Blend,"Côtes de Gascogne, Southwest France, France",Domaine de Joÿ,12%,750 ml,White,11/1/2019,Not rated yet [Add Your Review],Bonhomie Wine Imports,
661,Kerin O’Keefe,"Subdued aromas of pressed acacia flower, hay and beeswax take shape in the glass. The mature palate offers ripe yellow apple and a hint of citrus zest alongside a note of toasted almond. Drink soon to capture the remaining fruit and freshness.",87,$27,,Pinot Grigio,"Collio, Northeastern Italy, Italy",Villa Russiz,13%,750 ml,White,8/1/2017,Not rated yet [Add Your Review],Empson USA Ltd,
662,Anne Krebiehl MW,"Notes of ripe Mirabelle, yellow apple and lemon zest combine into a fruity nose on this wine. More swirls of air add an ethereal herbal note to all this fruit. The palate conveys the full force of the juicy fruit, almost spilling over with energy. Dry, concentrated, vivid and bold, the wine is certain to evolve. Drink by 2045.",96,$60,Schoenenbourg Grand Cru,Riesling,"Alsace, Alsace, France",Domaine Bott-Geyl,13%,750 ml,White,11/1/2020,Not rated yet [Add Your Review],David Bowler Wine,
663,,"Give credit to cool Monterey for yielding a wine that's this dry, with acidic long hangtime fruit. It's this type of PG that has made the variety an overnight success. The acids perk up the palate, making the pineapple, peach, fig and wildflower flavors bright and tangy.",87,$14,,Pinot Grigio,"Monterey, Central Coast, California, US",Maddalena,13.9%,750 ml,White,12/31/2007,Not rated yet [Add Your Review],,
664,Roger Voss,"This is the family's top wine—a blend of selected Pinot Noir and Chardonnay lots from their 25 acres. Made to be aged, it still shows its extra-crisp fruit and acidity, needing time to soften and bring out its full, rich potential. Drink from 2019.",92,$53,Excélia Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Liebart-Régnier,12%,750 ml,Sparkling,6/1/2017,Not rated yet [Add Your Review],Vinea Imports,
665,Roger Voss,"The crisp, mineral Chardonnay in this wine is keeping it fresh and still young. With acidity and tight citrus flavors, it has a dense texture that dominates the white-stone fruits, suggesting it should age a little longer. Drink from 2020.",90,$45,Authentic Vintage Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Canard-Duchêne,12%,750 ml,Sparkling,12/1/2018,Not rated yet [Add Your Review],Thiénot USA,
666,Sean P. Sullivan,"A blend of Cabernet Sauvignon (58%), Merlot (39%) and Petit Verdot, this wine offers aromas of café au lait, dried herbs, butterscotch, woodspice and cherry. The barrel flavors provide much of the appeal, along with a silky feel.",90,$25,Provocant Heritage Series,Bordeaux-style Red Blend,"Columbia Valley (WA), Columbia Valley, Washington, US",Ancestry,14.5%,750 ml,Red,11/1/2015,Not rated yet [Add Your Review],,
667,Michael Schachner,"Ripe black-plum and black-cherry aromas lead the nose. This is full in body, with comfortable tannins. Blackberry and baked blueberry flavors end with chocolaty, herbal notes and a coating of blackened toast.",88,$17,Justo,Merlot,"Colchagua Valley, Chile",Claro,13.5%,750 ml,Red,12/31/2015,Not rated yet [Add Your Review],American B.D,
668,,"Harsh and semi-sweet, with briary flavors of wild berry jam. Gets better in the glass.",82,$29,Estate Reserve,Cabernet Sauvignon,"Napa Valley, Napa, California, US",Rush Vineyards,15%,750 ml,Red,12/1/2009,Not rated yet [Add Your Review],,
669,Joe Czerwinski,"Surprisingly firmly built, with crisp acids and firm tannins framing plummy, blackberry fruit and vanilla, cinnamon and clove notes. Good now with rare meats, or cellar through 2010 to round off today's rough edges.",89,$19,,Shiraz,"Western Australia, Western Australia, Australia",West Cape Howe,13.5%,750 ml,Red,12/31/2008,Not rated yet [Add Your Review],The Vintner Group,
670,Michael Schachner,"An impressive encore to the 2002. This wine hits with a bolt of leather, graphite and blackberry before moving on to a pure, tasty palate that's loaded with concentrated berry flavors. Very bright and bouncy, and just a level below the Lurton brothers' studly Chacayes.",90,$28,Piedra Negra,Malbec,"Uco Valley, Mendoza Province, Argentina",J. & F. Lurton,13.5%,750 ml,Red,12/1/2006,Not rated yet [Add Your Review],"Ex-Cellars Wine Agencies, Inc",
671,Roger Voss,"A smooth, just-spicy wine that has some light acidity to go with its tropical fruit character. While it is rich, it also has a light touch, finishing with attractive crispness.",87,N/A,Tradition,Pinot Gris,"Alsace, Alsace, France",Joseph Cattin,N/A,750 ml,White,8/1/2012,Not rated yet [Add Your Review],T. Edward Wines Ltd,
672,Michael Schachner,"Aromas of grilled meat, blackened plum and gritty berry fruits are steady while leading to a solid and balanced palate. Berry and plum flavors come with caramel and chocolate notes, while this feels fresh and smacking on a finish topped with chocolaty accents. Drink through 2025.",91,$20,Reserve,Malbec,"Mendoza, Mendoza Province, Argentina",Wild Iris,14%,750 ml,Red,10/1/2019,Not rated yet [Add Your Review],RLD Imports & Distribution,
673,Roger Voss,"Despite the high alcohol, the wine shows some of the balance of Touriga Nacional. The richness is tempered with acidity, the bursts of black fruit stiffened by tannins. Worth aging another six months to a year.",89,$18,,"Touriga Nacional, Portuguese Red","Alentejano, Portugal",Herdade do Esporão,14.5%,750 ml,Red,12/31/2009,Not rated yet [Add Your Review],Aidil Wines/Old World Import,
674,Paul Gregutt,"This is a GSM blend—about two-thirds Syrah—loaded with juicy acidity. The sappy, deep raspberry fruit sinks into the palate, racy and penetrating. It suggests that this is a wine to cellar for awhile. At the moment it suddenly hits a hard stop—a wall of slate and graphite.",91,$42,Wallywood Red,"G-S-M, Rhône-style Red Blend","Columbia Valley (WA), Columbia Valley, Washington, US",Dusted Valley,14.7%,750 ml,Red,5/1/2012,Not rated yet [Add Your Review],,Cellar Selection
675,Michael Schachner,"Scattered aromas of horseradish, cotton candy and vinegar are all over the map but don't convey varietal character or purity. This new wine from terraced vineyards in deep, rural Maule feels clipped, with heavy tannins. Mixed berry flavors are bitter and rubbery, and the finish is grabby and awkward. This is a first release; suffice it to say it needs more work to justify its price.",84,$100,Escaleras de Empedrado,Pinot Noir,"Maule Valley, Chile",Torres,13.5%,750 ml,Red,8/1/2016,Not rated yet [Add Your Review],Ste. Michelle Wine Estates,
676,,"Buoyant and fresh with penetrating aromas of red berry, cola, licorice and natural rubber, the bouquet hits the nose in a vertical and direct manner. The wine is firm and textured in the mouth with a thick tannic coating that moves slowly over the palate.",91,N/A,Riserva,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Lazzeretti,14%,750 ml,Red,10/1/2010,Not rated yet [Add Your Review],Joshua Tree Imports,
677,,"This riserva shows bright cherry fruit and enough natural freshness to guarantee successful cellar aging. Prune, plum, spice and leather give way to dark concentration and richness. On the close, the wine delivers loads of cherry, licorice and menthol nuances.",94,$55,Riserva,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Molino di Sant'Antimo,14%,750 ml,Red,5/1/2013,Not rated yet [Add Your Review],Massanois Imports,
678,Roger Voss,"This single vineyard wine has delicious white fruit and lime flavors. Tangy with acidity and a touch of crisp minerality, it's ready for summer drinking.",86,$17,Domaine la Combelle Apremont,"Jacquère, Other White","Vin de Savoie, France Other, France",Bernard et Christophe Richel,12%,750 ml,White,6/1/2017,Not rated yet [Add Your Review],T. Elenteny Imports,
679,Michael Schachner,"Consistent with the previous year, this Syrah-led blend is average at best, with sweet, foxy aromas of candied fruit. Feels chunky and tannic, with herb-infused, heavily extracted berry flavors. Herbal and peppery on the finish.",85,$40,Amalia,"Red Blends, Red Blends","Cachapoal Valley, Chile",Viña Los Boldos,14%,750 ml,Red,2/1/2012,Not rated yet [Add Your Review],"Evaton, Inc",
680,Virginie Boone,"Juicy black cherry and strawberry flirt with this vineyard-designate's sultry and dense earthiness, combining two sides of the equation with a deft hand. Tea, sage and robust tannins give it depth and breadth across the palate, as tingling acidity keeps it fresh.",91,$50,Gunsalus Vineyard,Pinot Noir,"Sonoma Coast, Sonoma, California, US",Expression 38,14.5%,750 ml,Red,6/1/2017,Not rated yet [Add Your Review],,
681,Roger Voss,"Rich fruit balances with a delicious lemon character, touched by spice, finished with grapefruit juice. This is a bright, crisp wine that will be delicious in another year.",90,$74,Les Gouttes d'Or Premier Cru,Chardonnay,"Meursault, Burgundy, France",Bouchard Père & Fils,N/A,750 ml,White,11/1/2010,Not rated yet [Add Your Review],Maisons and Domaines Henriot,
682,Kerin O’Keefe,"Aromas evoking dark baking spice, forest floor, French oak, dried herb, violet and balsamic menthol are some of the aromas you'll find on this fragrant structured red. The concentrated palate evokes plum, blackberry jam, vanilla and tobacco while firm fine-grained tannins provide the support. Drink 2019–2029.",93,$90,Naturalis Historia,"Aglianico, Italian Red","Taurasi, Southern Italy, Italy",Mastroberardino,13.5%,750 ml,Red,6/1/2017,Not rated yet [Add Your Review],Leonardo LoCascio Selections–The Winebow Group,
683,Roger Voss,"This smoothly rich wine offers elegant tannins and spice as well as juicy acidity. With a good proportion of Merlot in the blend, the wine already shows great fruitiness as well as the intense freshness of the vintage. Drink this fine second wine of Lafite from 2023.",92,N/A,Carruades de Lafite,Bordeaux-style Red Blend,"Pauillac, Bordeaux, France",Château Lafite Rothschild,13.5%,750 ml,Red,5/1/2019,Not rated yet [Add Your Review],1_Not Imported into US,
684,Roger Voss,"Soft, ripe and juicy, this is an attractive wine, with red berry flavors and a light structure. Not for the long term. Drink now for its fruity character.",87,$18,,Bordeaux-style Red Blend,"Bordeaux Supérieur, Bordeaux, France",Château Pey la Tour,13%,750 ml,Red,12/31/2010,Not rated yet [Add Your Review],Thiénot USA,
685,,"Don't underestimate this clean and zesty expression of Malvasia from the northeast corner of Italy. The wine offers beautiful, crisp intensity with bright notes of green melon and lime. It's a perfect choice for outdoor cocktails on the veranda.",87,$20,,"Malvasia, Italian White","Friuli Colli Orientali, Northeastern Italy, Italy",Sirch,13%,750 ml,White,6/1/2013,Not rated yet [Add Your Review],Vinopoli Selections,
686,Paul Gregutt,"The Nicholas reserve sees one-third new French oak. It's a mixed-clone vineyard-row selection, with pie-cherry fruit and a dusting of cocoa. It drinks well already, with a smooth well-integrated finish.",90,$50,Reserve Nicholas Vineyard,Pinot Noir,"Chehalem Mountains, Willamette Valley, Oregon, US",Anam Cara,14.4%,750 ml,Red,6/1/2017,Not rated yet [Add Your Review],,
